"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","559.75","26038.30","6932.42"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51908.88","336","14280.72","6935.84"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","MANHATTAN","per Annum","1820.00","126233.14","0","2.42","6939.48"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","60708.31","29","1134.72","6941.17"
"2024","NYC HOUSING AUTHORITY","CARPENTER","BROOKLYN","per Day","1820.00","109590.61","630","54363.20","6946.38"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","73955.00","555.75","31970.02","6947.44"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52260.49","276.5","11524.46","6947.49"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","67585.81","303.5","17671.52","6947.95"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52281.81","346.25","14552.53","6949.42"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BROOKLYN","per Annum","1820.00","101146.48","459","32368.08","6955.24"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","96960.85","896.25","69938.05","6955.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1200.00","19240.32","47.75","2177.17","6958.10"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","QUEENS","per Annum","2080.00","73955.00","506","29691.96","6958.20"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1908.57","54002.26","253.75","11401.90","6958.35"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","687","71979.69","6958.48"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","339.25","14606.49","6958.63"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","109564.22","901.5","80947.45","6960.23"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","335","34981.31","6960.48"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36708.70","313","9376.45","6962.07"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","67714.65","605.5","29467.32","6964.70"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BROOKLYN","per Day","1820.00","117982.28","869.75","77276.01","6968.38"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52281.81","376.5","16254.18","6970.34"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1610.00","106727.54","442","40352.44","6971.08"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52135.31","516.75","21768.59","6971.24"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","78555.89","950.75","82017.03","6971.47"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","51822.00","432","17864.59","6971.91"
"2024","NYC HOUSING AUTHORITY","PLUMBER","MANHATTAN","per Day","1820.00","112293.23","1088.75","133344.78","6972.30"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","QUEENS","per Annum","1820.00","61994.40","17","592.44","6976.04"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","MANHATTAN","per Annum","1820.00","92264.23","441.75","29119.33","6976.04"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","492","51969.63","6982.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1337.15","31177.42","168.5","7807.58","6982.81"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","73955.00","430.25","24919.65","6983.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","1077.50","50596.92","6983.64"
"2024","NYC HOUSING AUTHORITY","OILER","QUEENS","per Day","2096.00","145245.94","124.5","12774.10","6985.03"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1744.00","94256.53","1088.50","85889.26","6985.61"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","421.5","17930.79","6985.97"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","73617.53","268","15783.50","6986.11"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","473.75","19969.15","6987.39"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1820.00","71603.78","286.25","13859.60","6988.12"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52796.97","128.5","5686.91","6990.20"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62580.80","889.75","40041.75","6993.18"
"2024","NYC HOUSING AUTHORITY","CARPENTER","MANHATTAN","per Day","1820.00","107640.96","279.75","27872.03","6993.38"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BRONX","per Day","1820.00","86499.35","1301.75","82667.75","6993.48"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","613","62465.60","6995.15"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PLUMBER","QUEENS","per Day","1820.00","117579.07","995.5","128745.01","6995.98"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELECTRICIAN","BRONX","per Day","1820.00","128543.35","1079.75","114081.66","6997.70"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","MANHATTAN","per Day","1820.00","117535.70","1015.25","97868.85","6998.06"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1887.15","74035.20","1248.75","96578.97","6999.24"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","MANHATTAN","per Annum","1820.00","73144.85","0","372.81","6999.51"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52091.60","400","16658.92","6999.61"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1775.07","57209.97","1029.50","49075.00","6999.82"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BROOKLYN","per Day","1797.42","73800.43","144.25","12177.61","7000.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1680.00","22299.88","68.75","1950.52","7001.11"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","51829.55","312.75","13047.59","7002.61"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BRONX","per Day","2080.00","119560.43","807.5","92176.21","7002.88"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BROOKLYN","per Day","2080.00","122905.49","446.5","56834.09","7005.20"
"2024","NYC HOUSING AUTHORITY","SOCIAL WORKER","MANHATTAN","per Annum","420","12894.77","0","6.20","7005.27"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","1016.00","38085.26","21.25","1641.48","7008.56"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","648.75","64665.18","7011.59"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","102.5","4341.63","7013.04"
"2024","NYC HOUSING AUTHORITY","CITY PLANNER","MANHATTAN","per Annum","1820.00","77210.87","0","0.00","7019.73"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","93899.82","730.5","55876.92","7019.75"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","MANHATTAN","per Annum","1820.00","75732.06","0","0.00","7021.94"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1820.00","50270.23","0","0.00","7025.80"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1820.00","50356.95","0","0.00","7025.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","160","2491.08","16.75","1590.88","7026.13"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","66333.48","876.75","41341.98","7026.84"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","61154.14","685.75","29600.23","7028.27"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","77098.14","888.25","75035.73","7032.48"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","49130.28","255.5","10889.19","7032.68"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","599.25","58850.22","7041.70"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","485.25","20323.04","7041.97"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","684.5","71545.78","7044.48"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","613","49574.15","7046.05"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","980.75","96321.82","7046.59"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","843.25","92671.98","7048.08"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","71603.78","650.25","34756.63","7048.62"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","1520.00","45319.65","461.75","19242.70","7050.84"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2040.00","47895.44","403.25","17181.34","7051.28"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52187.47","373.75","15159.42","7051.84"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1972.75","48226.32","333","14352.22","7056.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","788","31070.33","7057.60"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62580.80","773.5","34953.57","7059.98"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","109590.61","211.75","18838.19","7060.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","50585.12","485.25","20355.31","7061.93"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","1030.25","62488.38","7062.80"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","84966.28","418","24691.28","7062.89"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","1820.00","78555.89","371.25","31696.62","7063.02"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","QUEENS","per Annum","1820.00","62028.93","472.5","20978.45","7063.78"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","1840.00","52198.34","185.75","8666.41","7069.02"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","2010.00","68046.10","991.75","65298.26","7071.94"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","142480.00","708.5","78055.77","7074.58"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51083.68","431","17901.39","7077.72"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","60965.31","626","29094.77","7080.28"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","960","20539.52","82.75","3747.13","7083.79"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","534.5","54846.71","7086.48"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","QUEENS","per Annum","1820.00","96161.34","892.25","62795.45","7088.02"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","53621.66","576","22335.90","7088.15"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","71603.78","797","41014.11","7088.77"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52287.14","486.75","20397.79","7092.26"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","1793.25","60861.19","592.25","27619.45","7092.64"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR II SOCIAL WORK","QUEENS","per Annum","1820.00","83232.11","0","0.00","7093.77"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","107665.31","999","88365.41","7097.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","0","0.00","7097.77"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","200.5","8233.07","7097.90"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","60747.84","7","298.63","7098.16"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BRONX","per Day","2007.53","124062.23","599.5","68893.46","7098.70"
"2024","NYC HOUSING AUTHORITY","COMPUTER ASSOCIATE","MANHATTAN","per Annum","1820.00","64182.65","0","0.00","7098.99"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","QUEENS","per Day","1985.00","67544.70","313","19382.99","7100.86"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BRONX","per Day","1820.00","122912.92","671.5","60320.89","7103.40"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52075.00","317.5","13443.39","7108.18"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","368","15458.87","7113.18"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","85882.93","569.75","34042.04","7113.47"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","109590.61","989.5","87071.33","7114.25"
"2024","NYC HOUSING AUTHORITY","ASSISTANT ELECTRICAL ENGINEER","QUEENS","per Annum","1820.00","73392.83","22.5","1100.46","7115.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","452.75","19387.16","7120.86"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52263.83","478.75","20073.44","7121.82"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","1820.00","114783.71","0","0.00","7123.16"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BRONX","per Day","2080.00","119783.87","548.5","61929.99","7123.84"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","56225.35","431","18008.22","7125.69"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","1972.50","50906.36","322","14124.47","7126.89"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","35614.05","514","14515.37","7127.53"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","46923.89","823.25","29694.74","7130.20"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1112.00","14678.19","0","0.00","7131.84"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52292.47","473.5","19690.23","7133.48"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62550.40","77.75","3645.73","7135.28"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","281.75","11346.54","7135.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","461.5","19088.35","7136.08"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","39918.37","625.25","19645.60","7137.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2160.00","44553.59","174.5","6857.27","7137.44"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","49491.61","340.5","14417.89","7137.88"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","600.5","27825.87","7142.43"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","2080.00","85667.47","519.75","32249.21","7143.39"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","54165.84","607.25","25055.19","7145.81"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE INSPECTOR","MANHATTAN","per Annum","2080.00","98349.72","290.75","21110.58","7147.16"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","Prorated Annual","600","4647.29","0","0.00","7148.04"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","516.75","23882.30","7150.73"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1750.00","40807.26","152.75","7041.55","7150.94"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","1820.00","77706.23","967","82445.14","7151.33"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","MANHATTAN","per Annum","1820.00","65058.14","0","65.08","7154.53"
"2024","NYC HOUSING AUTHORITY","*HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","461.75","20046.03","7155.52"
"2024","NYC HOUSING AUTHORITY","ASSISTANT ARCHITECT","QUEENS","per Annum","1820.00","82465.65","0","0.00","7157.18"
"2024","NYC HOUSING AUTHORITY","ASSISTANT MECHANICAL ENGINEER","QUEENS","per Annum","1820.00","84058.53","0","0.00","7157.18"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","1820.00","71501.96","5.75","248.36","7157.18"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","1941.25","57532.29","40.5","1930.60","7160.05"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1944.00","34308.45","225","6658.86","7162.12"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","109590.61","587.75","50417.33","7163.96"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","1221.75","95587.49","7169.20"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BROOKLYN","per Annum","2080.00","53876.67","308.75","14077.48","7171.37"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","MANHATTAN","per Annum","1820.00","146197.35","0","0.00","7172.38"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52101.55","707.75","28889.65","7174.52"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2184.00","45025.91","10.75","438.55","7174.79"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","929.25","90202.78","7175.37"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","60936.93","649.5","27487.13","7177.19"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","QUEENS","per Annum","1820.00","138596.50","0","0.00","7177.61"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","1820.00","78555.89","1023.50","87726.93","7179.74"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52281.81","733.5","30473.01","7181.22"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","47098.12","688.5","25778.82","7182.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1611.25","38844.49","154.5","6605.82","7183.33"
"2024","NYC HOUSING AUTHORITY","CARPENTER","MANHATTAN","per Day","1820.00","109590.61","260","25319.43","7186.50"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","8.5","381.71","7189.60"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","358.75","15698.88","7190.53"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","61961.37","581","25447.96","7191.51"
"2024","NYC HOUSING AUTHORITY","PLUMBER","MANHATTAN","per Day","1820.00","112293.23","160.5","19659.21","7192.94"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BRONX","per Annum","2080.00","59137.63","494.25","28295.51","7193.56"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","2080.00","70851.39","1158.25","59323.26","7193.77"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","96960.85","881.25","69200.05","7195.37"
